dt_referencia,seller_id,dt_ult_vda,receita_total,qtde_vdas,qtde_itens_total,qtde_itens_dist_total,frete_total,receita_por_venda,items_por_vda,frete_por_vda,frete_por_item,proporcao_ativacao,qtde_vda_futura,flag_churn
2017-07-01,08d2d642cf72b622b14dde1d2f5eb2f5,2017-04-01 17:24:25,352.09999999999997,3,3,3,35.550000000000004,117.36666666666666,1,11.850000000000001,11.850000000000001,0.5,2,0
2017-07-01,0936e1837d0c79253456bbb2ffaaef10,2017-04-11 22:09:31,38.9,1,2,1,31.12,38.9,2,31.12,31.12,0.16666666666666666,0,1
2017-07-01,09883d9ab71c8fe8a9bfc7fc3075b07e,2017-04-25 17:46:45,69.9,1,1,1,24.21,69.9,1,24.21,24.21,0.16666666666666666,2,0
2017-07-01,0ac4201fda2c68ebc0e47cb9423cf3c9,2017-06-19 08:18:35,79.98,2,2,2,31.58,39.99,1,15.79,15.79,0.16666666666666666,2,0
2017-07-01,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-06-27 11:31:40,3213.6900000000023,34,44,24,676.9500000000003,94.52029411764713,1,28.20625000000001,19.910294117647066,1.0,10,0
2017-07-01,0afccdb8a34ee5c79f7c06faf2b4d56e,2017-06-19 18:00:01,587.0999999999999,9,9,6,126.45,65.23333333333332,1,21.075,14.05,0.5,6,0
2017-07-01,0b18d63d0cd1d723567903fd34a07df2,2017-04-11 14:30:03,12.9,1,1,1,14.52,12.9,1,14.52,14.52,0.16666666666666666,5,0
2017-07-01,0bae85eb84b9fb3bd773911e89288d54,2017-06-28 20:47:14,1017.8199999999999,17,17,10,436.40999999999997,59.87176470588235,1,43.641,25.671176470588232,0.3333333333333333,25,0
2017-07-01,0bb27263628258b8111a0262769fa9db,2017-04-01 17:24:26,22.2,1,1,1,10.96,22.2,1,10.96,10.96,0.16666666666666666,0,1
2017-07-01,0be8ff43f22e456b4e0371b2245e4d01,2017-06-29 16:38:51,209.7,3,3,3,45.91,69.89999999999999,1,15.303333333333333,15.303333333333333,0.3333333333333333,8,0
2017-07-01,0bf0150d5b9d60d9cd2906003332f085,2017-06-14 22:27:03,1108.3999999999999,11,16,8,226.99000000000004,100.76363636363635,1,28.373750000000005,20.63545454545455,0.6666666666666666,6,0
2017-07-01,0c7f30ae9b147eca07affbef92832a6a,2017-04-17 20:12:02,479.5,5,5,4,87.61,95.9,1,21.9025,17.522,0.3333333333333333,0,1
2017-07-01,0c8380b62e38e8a1e6adbeba7eb9688c,2017-06-27 13:55:29,10885.199999999979,116,136,58,2412.6599999999994,93.83793103448258,1,41.597586206896544,20.798793103448272,1.0,23,0
2017-07-01,0cbcee27c791afa0cdcb08587a2013a8,2017-06-12 22:09:27,1115.0,7,8,5,133.7,159.28571428571428,1,26.74,19.099999999999998,0.6666666666666666,2,0
2017-07-01,0d85bbda9889ce1f7e63778d24f346eb,2017-06-27 18:33:21,1133.6999999999998,12,13,8,351.98,94.47499999999998,1,43.9975,29.331666666666667,0.6666666666666666,25,0
2017-07-01,0db783cfcd3b73998abc6e10e59a102f,2017-06-27 11:15:39,4799.4,62,66,9,1009.81,77.40967741935484,1,112.2011111111111,16.287258064516127,1.0,16,0
2017-07-01,0df3984f9dfb3d49ac6366acbd3bbb85,2017-06-28 09:39:43,2215.600000000001,18,18,10,304.99999999999994,123.08888888888893,1,30.499999999999993,16.944444444444443,0.6666666666666666,10,0
2017-07-01,0ea22c1cfbdc755f86b9b54b39c16043,2017-06-29 12:14:57,4882.799999999999,104,122,80,1900.139999999999,46.949999999999996,1,23.751749999999987,18.270576923076913,1.0,24,0
2017-07-01,0eaa7e33d73809f1f925f7d07c506cbd,2017-06-23 23:10:26,630.0,6,6,5,85.07,105.0,1,17.014,14.178333333333333,0.5,3,0
2017-07-01,0ebd97a106433a45a4aebe57c1799778,2017-06-06 23:21:00,509.5,5,5,3,87.19999999999999,101.9,1,29.066666666666663,17.439999999999998,0.3333333333333333,5,0
2017-07-01,0ee4fb99ac55ffbbc98795aa01b7f8fa,2017-05-01 10:30:43,59.9,1,1,1,11.03,59.9,1,11.03,11.03,0.16666666666666666,0,1
2017-07-01,0ff83046c3fa22efee8ecf291888b191,2017-04-26 22:15:06,139.8,2,2,2,43.69,69.9,1,21.845,21.845,0.16666666666666666,3,0
2017-07-01,10076e5788b8ee532724bcd460baf762,2017-06-12 19:12:17,114.0,3,3,3,42.06,38.0,1,14.020000000000001,14.020000000000001,0.3333333333333333,4,0
2017-07-01,10ff823eda2b032e2c93d17a7d294736,2017-06-14 17:47:53,189.99,1,1,1,16.96,189.99,1,16.96,16.96,0.16666666666666666,1,0
2017-07-01,1127b7f2594683f2510f1c2c834a486b,2017-06-27 23:02:06,1067.4099999999999,20,24,16,374.86000000000007,53.37049999999999,1,23.428750000000004,18.743000000000002,0.8333333333333334,33,0
2017-07-01,11305281b50fff20ae8bb473f8e11876,2017-06-30 21:15:32,2939.2200000000003,12,15,10,673.63,244.93500000000003,1,67.363,56.13583333333333,0.8333333333333334,4,0
2017-07-01,119d1aef1b4144adba89163f6cd9f5d4,2017-05-26 20:01:38,299.0,1,1,1,67.14,299.0,1,67.14,67.14,0.16666666666666666,2,0
2017-07-01,11eac105f3f90a9b87b19c89d91e24f3,2017-06-19 19:37:52,682.9,4,4,3,97.55,170.725,1,32.516666666666666,24.3875,0.3333333333333333,1,0
2017-07-01,1284de4ae8aa26997e748c851557cf0e,2017-05-11 18:46:35,379.99,1,1,1,27.94,379.99,1,27.94,27.94,0.16666666666666666,1,0
2017-07-01,128639473a139ac0f3e5f5ade55873a5,2017-06-27 21:35:25,538.9999999999998,26,26,13,435.66000000000025,20.730769230769223,1,33.512307692307715,16.756153846153858,0.3333333333333333,93,0
2017-07-01,12b9676b00f60f3b700e83af21824c0e,2017-06-26 17:43:29,5501.0,27,27,16,718.3899999999999,203.74074074074073,1,44.89937499999999,26.60703703703703,0.6666666666666666,21,0
2017-07-01,1336efc61c316ddf92c899eb817f7cae,2017-06-26 11:13:18,1284.53,21,22,20,401.5400000000001,61.16809523809523,1,20.077000000000005,19.120952380952385,1.0,16,0
2017-07-01,134a288e7de827ec5ec62e3ec9c3a295,2017-06-09 05:48:49,317.1,3,3,3,54.129999999999995,105.7,1,18.043333333333333,18.043333333333333,0.3333333333333333,6,0
2017-07-01,1352e06ae67b410cdae0b2a22361167b,2017-04-07 19:33:15,178.0,2,2,1,36.1,89.0,1,36.1,18.05,0.16666666666666666,0,1
2017-07-01,1354d51653f645349064725ed204e85e,2017-06-12 16:31:45,135.0,2,2,2,33.26,67.5,1,16.63,16.63,0.16666666666666666,3,0
2017-07-01,13d058e4eeac2ce8217660b2f8a05812,2017-05-25 13:50:11,479.96000000000004,4,4,2,101.42999999999999,119.99000000000001,1,50.714999999999996,25.357499999999998,0.16666666666666666,5,0
2017-07-01,13fa2a6c6b9d0f43cb588d7c82117a12,2017-06-29 11:51:38,1068.0,2,2,2,47.04,534.0,1,23.52,23.52,0.16666666666666666,7,0
2017-07-01,1464afc72f696af775557a821c2e253f,2017-06-05 15:53:14,58.97,2,3,1,39.22,29.485,1,39.22,19.61,0.3333333333333333,8,0
2017-07-01,14d7985702e72162bbf13b6beb74ab2b,2017-05-21 22:28:36,392.0,5,5,4,57.870000000000005,78.4,1,14.467500000000001,11.574000000000002,0.5,2,0
2017-07-01,1554a68530182680ad5c8b042c3ab563,2017-06-30 18:57:54,8315.119999999986,88,99,30,2142.08,94.48999999999984,1,71.40266666666666,24.34181818181818,1.0,34,0
2017-07-01,16090f2ca825584b5a147ab24aa30c86,2017-06-15 00:51:04,2236.85,19,19,4,265.00000000000006,117.72894736842105,1,66.25000000000001,13.947368421052635,1.0,31,0
2017-07-01,17306570e772e7718c92a562d33f5f1d,2017-05-16 09:38:45,3184.1000000000004,8,9,6,251.95999999999998,398.01250000000005,1,41.99333333333333,31.494999999999997,0.6666666666666666,3,0
2017-07-01,1771297ac436903d1dd6b0e9279aa505,2017-06-13 08:37:27,2222.46,14,18,5,288.26000000000005,158.74714285714285,1,57.65200000000001,20.590000000000003,0.8333333333333334,8,0
2017-07-01,1782ce2db72c3dda627d5e7c898104e1,2017-06-10 10:38:23,653.8,3,4,4,78.56,217.9333333333333,1,19.64,26.186666666666667,0.5,0,1
2017-07-01,17e34d8224d27a541263c4c64b11a56b,2017-06-20 11:18:37,14102.839999999998,60,63,32,1052.4299999999996,235.0473333333333,1,32.88843749999999,17.540499999999994,0.8333333333333334,42,0
2017-07-01,17f51e7198701186712e53a39c564617,2017-06-25 08:11:23,16760.0,20,22,12,3668.5699999999993,838.0,1,305.7141666666666,183.42849999999996,0.8333333333333334,11,0
2017-07-01,184a67a8f9f63234d3a92340bbdb727f,2017-05-05 14:15:32,104.53999999999999,3,4,3,74.92,34.846666666666664,1,24.973333333333333,24.973333333333333,0.5,0,1
2017-07-01,1900267e848ceeba8fa32d80c1a5f5a8,2017-06-24 13:25:58,1470.5000000000002,30,38,20,554.2400000000001,49.01666666666667,1,27.712000000000007,18.47466666666667,0.3333333333333333,46,0
2017-07-01,1976a05ecf2996d6ffb7b5430e635fe7,2017-04-26 12:03:22,269.2,4,4,2,65.33000000000001,67.3,1,32.665000000000006,16.332500000000003,0.5,4,0
2017-07-01,198c7ea11960a9844b544d9bcdca860c,2017-06-26 15:59:05,1283.8700000000001,13,13,3,252.82000000000002,98.75923076923078,1,84.27333333333334,19.44769230769231,0.8333333333333334,12,0
2017-07-01,19e0f40a907ec568c34bfac15de4f4a1,2017-06-01 10:41:56,133.5,3,3,1,33.84,44.5,1,33.84,11.280000000000001,0.5,0,1
2017-07-01,1a3df491d1c4f1589fc2b934ada68bf2,2017-06-30 12:53:42,3007.5000000000014,24,25,4,600.14,125.31250000000006,1,150.035,25.00583333333333,0.5,58,0
2017-07-01,1b4c3a6f53068f0b6944d2d005c9fc89,2017-06-24 13:21:55,7075.599999999994,45,48,13,1101.69,157.23555555555544,1,84.74538461538462,24.482000000000003,0.8333333333333334,15,0
2017-07-01,1b61fb1f0f2185d89e9a126c498e9cc7,2017-06-23 07:15:39,49.7,1,1,1,16.11,49.7,1,16.11,16.11,0.16666666666666666,0,1
2017-07-01,1b8356dabde1d35e17cef975c3f82730,2017-06-30 12:20:48,2175.68,29,32,9,553.34,75.02344827586207,1,61.48222222222223,19.080689655172414,0.8333333333333334,18,0
2017-07-01,1b8b75e227c9a9c100d0c210fb6176ce,2017-05-11 13:52:30,774.9300000000001,9,9,7,116.28999999999999,86.10333333333334,1,16.61285714285714,12.92111111111111,0.5,2,0
2017-07-01,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2017-05-03 16:36:41,74.9,3,3,2,54.05,24.96666666666667,1,27.025,18.016666666666666,0.3333333333333333,5,0
2017-07-01,1bc2e21de46adfea6b98cc96b00f3b40,2017-05-16 10:55:20,1039.95,3,5,2,102.60000000000001,346.65000000000003,1,51.300000000000004,34.2,0.5,0,1
2017-07-01,1c5e4e49b9079480255b49d50aac1aa9,2017-05-26 07:36:03,3409.12,3,3,2,244.42000000000002,1136.3733333333332,1,122.21000000000001,81.47333333333334,0.5,3,0
2017-07-01,1c83418358f249c9d6affa52d579db0e,2017-04-29 06:54:41,24.9,1,1,1,14.52,24.9,1,14.52,14.52,0.16666666666666666,0,1
2017-07-01,1caf283236cd69af44cbc09a0a1e7d32,2017-06-18 20:45:37,72.84,3,4,4,66.91,24.28,1,16.7275,22.30333333333333,0.5,14,0
2017-07-01,1d2732ef8321502ee8488e8bed1ab8cd,2017-05-22 12:27:46,827.0,2,2,2,26.200000000000003,413.5,1,13.100000000000001,13.100000000000001,0.3333333333333333,0,1
2017-07-01,1d8dbc4f32378d715c717c1c1fc57bae,2017-06-22 17:53:59,2419.3,17,22,12,342.73999999999995,142.31176470588235,1,28.561666666666664,20.16117647058823,0.6666666666666666,22,0
2017-07-01,1da366cade6d8276e7d8beea7af5d4bf,2017-06-18 22:46:42,2978.3900000000012,32,38,6,976.1599999999995,93.07468750000004,1,162.69333333333324,30.504999999999985,0.6666666666666666,4,0
2017-07-01,1da3aeb70d7989d1e6d9b0e887f97c23,2017-06-29 12:50:15,663.7300000000001,24,28,21,330.87999999999994,27.65541666666667,1,15.756190476190474,13.786666666666664,0.6666666666666666,47,0
2017-07-01,1e47d8b6546eb3a77b1acddcc9406242,2017-05-15 08:59:57,149.9,1,1,1,16.81,149.9,1,16.81,16.81,0.16666666666666666,0,1
2017-07-01,1e47defeeadeca0e9a18fa5a9311e735,2017-06-28 14:43:05,193.6,2,2,2,41.39,96.8,1,20.695,20.695,0.16666666666666666,1,0
2017-07-01,1e483cc5c76fef08d3ca05f9a8af7d01,2017-05-18 12:41:57,166.09000000000003,9,10,3,102.28,18.454444444444448,1,34.093333333333334,11.364444444444445,0.6666666666666666,0,1
2017-07-01,1eade46fba20122dc4aefb379f8c636b,2017-06-22 16:48:22,191.85000000000002,3,6,2,63.73,63.95000000000001,2,31.865,21.243333333333332,0.5,5,0
2017-07-01,1f1bb1f0859883505541bdd6606193e5,2017-06-30 01:38:09,4652.96,7,7,7,133.4,664.7085714285714,1,19.057142857142857,19.057142857142857,0.5,1,0
2017-07-01,1f50f920176fa81dab994f9023523100,2017-06-30 12:23:34,2336.1000000000017,27,39,5,695.3999999999999,86.52222222222228,1,139.07999999999998,25.75555555555555,0.5,264,0
2017-07-01,1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,2017-04-05 15:15:05,158.4,1,1,1,37.51,158.4,1,37.51,37.51,0.16666666666666666,1,0
2017-07-01,1f9ab4708f3056ede07124aad39a2554,2017-06-14 09:03:12,1779.73,9,9,5,253.0,197.74777777777777,1,50.6,28.11111111111111,0.8333333333333334,12,0
2017-07-01,2009a095de2a2a41626f6c6d7722678d,2017-05-31 19:59:58,71.69999999999999,3,3,3,54.92,23.899999999999995,1,18.30666666666667,18.30666666666667,0.3333333333333333,4,0
2017-07-01,2059c39f76271d4ca3f15b5ffaccc8b8,2017-06-30 17:47:14,550.9999999999999,11,11,2,170.25,50.09090909090908,1,85.125,15.477272727272727,0.8333333333333334,1,0
2017-07-01,2089a6d640999f9b9141ac719b2af596,2017-06-18 18:40:41,3647.24,12,12,10,215.22000000000003,303.93666666666667,1,21.522000000000002,17.935000000000002,0.5,4,0
2017-07-01,20cb7c2fde3e5bf10f0bbe7394e1c6a9,2017-06-26 09:29:20,236.60000000000005,10,14,1,196.36,23.660000000000004,1,196.36,19.636000000000003,0.6666666666666666,7,0
2017-07-01,20d83f3ef0e6925fd74bfd59170babf7,2017-06-28 16:35:20,439.29999999999995,6,7,7,81.61999999999999,73.21666666666665,1,11.659999999999998,13.603333333333332,0.5,6,0
2017-07-01,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-06-30 08:50:38,6429.549999999971,211,230,86,3258.8700000000003,30.471800947867163,1,37.893837209302326,15.44488151658768,1.0,47,0
2017-07-01,217f005bb37ff3aeef5b2ae1788e75ba,2017-05-10 09:00:07,49.98,2,2,1,30.15,24.99,1,30.15,15.075,0.3333333333333333,0,1
2017-07-01,218d46b86c1881d022bce9c68a7d4b15,2017-06-28 20:08:40,10273.689999999997,63,72,31,1253.0099999999995,163.0744444444444,1,40.41967741935483,19.889047619047613,1.0,62,0
2017-07-01,2199e7fe213c16213bf5d6a7eadc9a5d,2017-06-25 15:25:51,2028.1699999999996,11,14,8,262.77000000000004,184.37909090909088,1,32.846250000000005,23.88818181818182,1.0,3,0
2017-07-01,21e83881401b92b49fb09a16d3852291,2017-04-06 19:32:34,1049.6,3,4,3,120.28,349.8666666666666,1,40.093333333333334,40.093333333333334,0.3333333333333333,4,0
2017-07-01,229c3efbfb0ea2058de4ccdfbc3d784a,2017-06-29 15:59:14,5465.0,52,65,7,956.1099999999999,105.09615384615384,1,136.58714285714285,18.386730769230766,0.6666666666666666,23,0
2017-07-01,22a23e5ac7061fc538cc2a019afaaf16,2017-05-18 11:00:04,95.0,1,1,1,14.42,95.0,1,14.42,14.42,0.16666666666666666,0,1
2017-07-01,232a6014e7b10cba61c6c2b2ea6bb4b0,2017-05-16 13:58:54,1006.9999999999999,9,10,8,337.12,111.88888888888887,1,42.14,37.45777777777778,0.6666666666666666,5,0
2017-07-01,23613d49c3ac2bd302259e55c06c050c,2017-06-22 18:32:32,938.4999999999999,13,15,12,370.91999999999996,72.19230769230768,1,30.909999999999997,28.53230769230769,0.6666666666666666,13,0
2017-07-01,23ca5f678e0b3ea6c630b30fa8bf51ea,2017-05-04 23:14:03,183.0,6,7,4,96.38999999999999,30.5,1,24.097499999999997,16.064999999999998,0.5,0,1
2017-07-01,244c2f1bff6afe1f2eaf9bfe9b2aed38,2017-06-15 07:53:54,198.0,2,2,2,64.72999999999999,99.0,1,32.364999999999995,32.364999999999995,0.3333333333333333,7,0
2017-07-01,2528513dd95219a6013d4d05176e391a,2017-06-25 15:28:35,6996.0,23,24,17,535.36,304.17391304347825,1,31.491764705882353,23.276521739130434,0.6666666666666666,15,0
2017-07-01,259f7b5e6e482c230e5bfaa670b6bb8f,2017-06-28 19:28:49,521.79,9,13,5,210.65,57.97666666666666,1,42.13,23.405555555555555,0.5,27,0
2017-07-01,25c5c91f63607446a97b143d2d535d31,2017-06-28 17:55:08,13242.159999999998,27,46,7,1054.4499999999996,490.4503703703703,1,150.63571428571422,39.05370370370369,0.6666666666666666,34,0
2017-07-01,25cf099de44674fde97473224f9d59ab,2017-06-26 17:09:45,110.0,2,2,2,24.1,55.0,1,12.05,12.05,0.16666666666666666,3,0
2017-07-01,25debeafbce801fdd479539350185eee,2017-06-27 10:59:32,159.96,3,4,1,57.15,53.32,1,57.15,19.05,0.16666666666666666,0,1
2017-07-01,25e47381a6c510ddeb36084e33b89f0c,2017-06-29 07:53:56,1289.6000000000001,16,17,11,282.10999999999996,80.60000000000001,1,25.64636363636363,17.631874999999997,0.3333333333333333,0,1
2017-07-01,25e6ffe976bd75618accfe16cefcbd0d,2017-06-30 16:13:27,5192.989999999999,36,42,25,636.51,144.2497222222222,1,25.4604,17.680833333333332,1.0,15,0
2017-07-01,270297ead4c65a6cd2593960d2af6b21,2017-05-15 20:09:57,605.94,2,2,2,55.39,302.97,1,27.695,27.695,0.3333333333333333,2,0
2017-07-01,2709af9587499e95e803a6498a5a56e9,2017-06-28 23:31:33,648.4,12,12,8,195.20000000000002,54.03333333333333,1,24.400000000000002,16.26666666666667,0.8333333333333334,4,0
2017-07-01,272f092de69afedd4d2969440b37f18f,2017-06-22 21:56:08,1031.9499999999998,12,18,14,245.87999999999997,85.99583333333332,1,17.56285714285714,20.49,0.8333333333333334,10,0
2017-07-01,27a56ff04b34c2ba34ce6ba4d3b9d616,2017-06-10 14:32:25,181.6,4,4,4,53.14,45.4,1,13.285,13.285,0.3333333333333333,3,0
2017-07-01,28ea411b354f14b1a494be4e79f0ce02,2017-06-08 16:46:33,525.0,4,4,4,48.6,131.25,1,12.15,12.15,0.5,0,1
2017-07-01,29fe9f200d3fa0c668d2aa1ec7e08dfb,2017-06-19 17:59:58,160.0,2,2,2,28.12,80.0,1,14.06,14.06,0.16666666666666666,3,0
2017-07-01,2a1348e9addc1af5aaa619b1a3679d6b,2017-06-09 17:23:33,1893.300000000001,29,29,19,408.28000000000003,65.28620689655176,1,21.48842105263158,14.078620689655173,0.8333333333333334,5,0
2017-07-01,2b1a40c1daabc6ca280c4b815c101841,2017-06-05 23:26:27,4162.0,9,12,7,545.07,462.44444444444446,1,77.86714285714287,60.56333333333334,1.0,3,0
2017-07-01,2b2fed75b8e5ea3a052fc4c0825da485,2017-04-23 15:20:31,180.0,1,1,1,19.54,180.0,1,19.54,19.54,0.16666666666666666,2,0
2017-07-01,2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-06-27 15:39:38,11020.97,9,11,5,243.2,1224.552222222222,1,48.64,27.022222222222222,0.3333333333333333,23,0
2017-07-01,2b5ed0c9139dae8883a200dfcb272ece,2017-04-03 17:25:59,19.44,1,1,1,10.96,19.44,1,10.96,10.96,0.16666666666666666,1,0
2017-07-01,2bd05d410a8fd26dc4184a15f4f2f588,2017-05-21 15:05:04,1213.99,5,5,5,171.78,242.798,1,34.356,34.356,0.6666666666666666,0,1
2017-07-01,2be17df1c49978426251562096c3cc09,2017-06-17 11:07:08,921.6999999999999,7,7,3,145.68,131.67142857142855,1,48.56,20.81142857142857,0.8333333333333334,4,0
2017-07-01,2d378dbb39815785238c0139c7647fb7,2017-05-17 09:44:13,1154.0,2,2,1,300.44,577.0,1,300.44,150.22,0.3333333333333333,0,1
2017-07-01,2dd1fb6f0e42a2243b8a01e40cd41216,2017-04-22 14:49:56,686.89,3,4,3,80.43,228.96333333333334,1,26.810000000000002,26.810000000000002,0.3333333333333333,0,1
2017-07-01,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-21 19:21:32,235.86999999999995,7,13,5,171.83,33.69571428571428,1,34.366,24.54714285714286,0.6666666666666666,0,1
2017-07-01,2e3be8a987a30d7544dbbda6861cc14e,2017-05-14 15:03:54,760.97,3,3,3,69.62,253.65666666666667,1,23.206666666666667,23.206666666666667,0.5,3,0
2017-07-01,2e90cb1677d35cfe24eef47d441b7c87,2017-06-27 10:49:14,2434.210000000001,25,28,9,597.8900000000001,97.36840000000004,1,66.43222222222224,23.915600000000005,0.6666666666666666,8,0
2017-07-01,2f09f7d37a97956d11cc1a7cadd5262b,2017-06-03 12:46:36,415.0,4,5,2,81.56,103.75,1,40.78,20.39,0.5,6,0
2017-07-01,2f4b9d112bfa44a214bc6cef085d17c8,2017-04-16 20:08:33,275.09000000000003,4,5,3,96.99000000000001,68.77250000000001,1,32.330000000000005,24.247500000000002,0.6666666666666666,0,1
2017-07-01,2f74af7a0ee5636f12c2336f9fffed47,2017-06-04 12:09:58,59.9,1,1,1,9.34,59.9,1,9.34,9.34,0.16666666666666666,8,0
2017-07-01,2f9b7ce230a057a98a9f5df5893ee36c,2017-06-18 16:13:28,141.82,2,2,2,30.03,70.91,1,15.015,15.015,0.3333333333333333,0,1
2017-07-01,2fdde51ad3e12f297da656d4fbd5d0b5,2017-06-10 19:03:23,2354.0,6,6,2,245.51,392.3333333333333,1,122.755,40.91833333333333,0.5,1,0
2017-07-01,3078096983cf766a32a06257648502d1,2017-06-07 21:56:03,234.69,3,3,2,40.400000000000006,78.23,1,20.200000000000003,13.466666666666669,0.3333333333333333,14,0
2017-07-01,30a2f535bb48308f991d0b9ad4a8c4bb,2017-06-27 11:36:25,474.0999999999999,8,9,6,121.17,59.26249999999999,1,20.195,15.14625,0.6666666666666666,11,0
2017-07-01,30c7f28fd3a5897b2c82d152bb760c17,2017-04-22 13:55:16,689.9,1,1,1,98.81,689.9,1,98.81,98.81,0.16666666666666666,2,0
